#Step 	 Volume 	 Move-acceptance	 Volume-acceptance
60000 	 505.909214 	 0.439280 	 0.480000
60100 	 506.006062 	 0.430940 	 0.580000
60200 	 506.569394 	 0.432800 	 0.540000
60300 	 506.594535 	 0.425300 	 0.430000
60400 	 506.244651 	 0.438260 	 0.480000
60500 	 506.122250 	 0.439800 	 0.480000
60600 	 505.970936 	 0.431100 	 0.490000
60700 	 506.135608 	 0.428020 	 0.440000
60800 	 506.264348 	 0.432180 	 0.570000
60900 	 506.372693 	 0.430100 	 0.550000
61000 	 506.507088 	 0.423720 	 0.520000
61100 	 506.526222 	 0.428520 	 0.460000
61200 	 506.171494 	 0.433280 	 0.460000
61300 	 505.792615 	 0.420600 	 0.480000
61400 	 505.121990 	 0.419840 	 0.470000
61500 	 504.970466 	 0.426180 	 0.530000
61600 	 505.324950 	 0.427260 	 0.480000
61700 	 505.507434 	 0.411920 	 0.400000
61800 	 505.252874 	 0.421280 	 0.350000
61900 	 505.604897 	 0.421700 	 0.420000
62000 	 505.549086 	 0.419120 	 0.540000
62100 	 505.911383 	 0.412780 	 0.360000
62200 	 506.650929 	 0.421420 	 0.580000
62300 	 506.167829 	 0.424000 	 0.480000
62400 	 506.467513 	 0.429440 	 0.490000
62500 	 506.223400 	 0.429220 	 0.530000
62600 	 506.004316 	 0.431860 	 0.550000
62700 	 505.252109 	 0.434000 	 0.500000
62800 	 505.330262 	 0.428980 	 0.400000
62900 	 505.265758 	 0.427620 	 0.520000
63000 	 505.294365 	 0.424880 	 0.490000
63100 	 504.809055 	 0.428300 	 0.480000
63200 	 505.276788 	 0.433800 	 0.390000
63300 	 505.415827 	 0.426960 	 0.530000
63400 	 504.937323 	 0.423820 	 0.530000
63500 	 504.695426 	 0.426000 	 0.450000
63600 	 504.629215 	 0.423680 	 0.380000
63700 	 505.009848 	 0.424060 	 0.520000
63800 	 505.319903 	 0.433220 	 0.410000
63900 	 505.510410 	 0.434580 	 0.560000
64000 	 505.471192 	 0.430180 	 0.530000
64100 	 505.710912 	 0.423360 	 0.470000
64200 	 505.548190 	 0.427280 	 0.490000
64300 	 505.315805 	 0.427080 	 0.420000
64400 	 505.396081 	 0.416380 	 0.520000
64500 	 505.384598 	 0.428500 	 0.430000
64600 	 505.048231 	 0.429760 	 0.480000
64700 	 504.686124 	 0.427100 	 0.460000
64800 	 504.701273 	 0.428740 	 0.470000
64900 	 504.639873 	 0.424180 	 0.590000
65000 	 504.809992 	 0.443380 	 0.460000
65100 	 505.175633 	 0.439820 	 0.470000
65200 	 504.799605 	 0.434240 	 0.500000
65300 	 504.488779 	 0.436180 	 0.500000
65400 	 504.408909 	 0.428540 	 0.500000
65500 	 504.435878 	 0.426120 	 0.450000
65600 	 503.683542 	 0.423640 	 0.580000
65700 	 504.060524 	 0.423220 	 0.490000
65800 	 503.862176 	 0.426500 	 0.480000
65900 	 504.133167 	 0.423060 	 0.510000
66000 	 503.508887 	 0.420800 	 0.590000
66100 	 503.353856 	 0.435820 	 0.580000
66200 	 503.038609 	 0.420540 	 0.510000
66300 	 503.412927 	 0.418260 	 0.560000
66400 	 503.729620 	 0.435580 	 0.480000
66500 	 504.015540 	 0.429200 	 0.540000
66600 	 504.348483 	 0.429520 	 0.500000
66700 	 504.656751 	 0.425500 	 0.410000
66800 	 505.183679 	 0.423240 	 0.480000
66900 	 505.307845 	 0.431160 	 0.420000
67000 	 505.522925 	 0.435480 	 0.500000
67100 	 505.198482 	 0.430400 	 0.420000
67200 	 504.724532 	 0.426400 	 0.490000
67300 	 504.759823 	 0.420180 	 0.530000
67400 	 504.985599 	 0.430880 	 0.450000
67500 	 504.437232 	 0.430420 	 0.490000
67600 	 504.255881 	 0.424900 	 0.450000
67700 	 504.171031 	 0.421000 	 0.390000
67800 	 504.563716 	 0.430240 	 0.510000
67900 	 505.299665 	 0.430620 	 0.490000
68000 	 505.295136 	 0.435460 	 0.500000
68100 	 505.349683 	 0.432140 	 0.380000
68200 	 504.944877 	 0.432780 	 0.500000
68300 	 504.961510 	 0.434320 	 0.430000
68400 	 504.377795 	 0.424220 	 0.430000
68500 	 504.078867 	 0.432220 	 0.420000
68600 	 504.284903 	 0.421940 	 0.510000
68700 	 504.206402 	 0.435180 	 0.570000
68800 	 504.555381 	 0.430100 	 0.550000
68900 	 504.413517 	 0.430980 	 0.540000
69000 	 503.912686 	 0.429800 	 0.480000
69100 	 503.744041 	 0.421280 	 0.460000
69200 	 503.384258 	 0.411600 	 0.450000
69300 	 503.540642 	 0.420760 	 0.380000
69400 	 503.829131 	 0.434800 	 0.510000
69500 	 504.551113 	 0.430940 	 0.460000
69600 	 504.755195 	 0.429320 	 0.580000
69700 	 505.176141 	 0.418000 	 0.470000
69800 	 504.902771 	 0.411900 	 0.550000
69900 	 504.979178 	 0.423840 	 0.440000
70000 	 505.164442 	 0.433220 	 0.520000
70100 	 505.019756 	 0.430060 	 0.450000
70200 	 504.365359 	 0.430240 	 0.550000
70300 	 504.572711 	 0.439580 	 0.460000
70400 	 504.733553 	 0.434520 	 0.400000
70500 	 504.507013 	 0.424840 	 0.510000
70600 	 504.862758 	 0.438400 	 0.450000
70700 	 505.390580 	 0.425660 	 0.510000
70800 	 505.627267 	 0.418620 	 0.480000
70900 	 505.708037 	 0.428580 	 0.530000
71000 	 505.760624 	 0.434540 	 0.440000
71100 	 506.010833 	 0.436020 	 0.530000
71200 	 505.633814 	 0.439000 	 0.520000
71300 	 505.404416 	 0.423300 	 0.560000
71400 	 505.261008 	 0.421720 	 0.390000
71500 	 505.228895 	 0.427460 	 0.510000
71600 	 505.486624 	 0.437700 	 0.510000
71700 	 504.953720 	 0.425400 	 0.560000
71800 	 504.767499 	 0.426580 	 0.390000
71900 	 504.650882 	 0.435760 	 0.410000
72000 	 504.206664 	 0.431200 	 0.530000
72100 	 504.438663 	 0.434100 	 0.360000
72200 	 504.116306 	 0.426360 	 0.510000
72300 	 504.011635 	 0.424020 	 0.460000
72400 	 504.454838 	 0.429520 	 0.620000
72500 	 504.282261 	 0.428020 	 0.480000
72600 	 504.406271 	 0.424900 	 0.590000
72700 	 504.381086 	 0.415100 	 0.420000
72800 	 504.504995 	 0.425100 	 0.390000
72900 	 504.276184 	 0.427220 	 0.420000
73000 	 504.297832 	 0.432020 	 0.550000
73100 	 503.721554 	 0.427240 	 0.500000
73200 	 503.798053 	 0.429900 	 0.530000
73300 	 504.057570 	 0.432080 	 0.560000
73400 	 503.840024 	 0.437260 	 0.540000
73500 	 503.813773 	 0.434920 	 0.430000
73600 	 503.740122 	 0.435940 	 0.460000
73700 	 503.173289 	 0.431180 	 0.470000
73800 	 502.417447 	 0.435500 	 0.520000
73900 	 502.679172 	 0.428280 	 0.460000
74000 	 502.915523 	 0.415520 	 0.530000
74100 	 503.210747 	 0.432460 	 0.520000
74200 	 502.968051 	 0.434380 	 0.640000
74300 	 503.044858 	 0.423540 	 0.590000
74400 	 502.866124 	 0.425480 	 0.540000
74500 	 503.174769 	 0.420700 	 0.490000
74600 	 503.143831 	 0.418120 	 0.480000
74700 	 502.916532 	 0.423820 	 0.480000
74800 	 503.370325 	 0.423960 	 0.500000
74900 	 503.501570 	 0.428400 	 0.540000
75000 	 503.485020 	 0.429940 	 0.470000
75100 	 503.841718 	 0.421620 	 0.520000
75200 	 504.032466 	 0.417460 	 0.450000
75300 	 504.285236 	 0.418640 	 0.510000
75400 	 504.699477 	 0.421320 	 0.380000
75500 	 504.656260 	 0.415380 	 0.490000
75600 	 504.441609 	 0.422480 	 0.460000
75700 	 505.150724 	 0.424520 	 0.460000
75800 	 505.533280 	 0.426060 	 0.460000
75900 	 505.749512 	 0.427820 	 0.460000
76000 	 505.324689 	 0.424720 	 0.480000
76100 	 505.252620 	 0.426000 	 0.470000
76200 	 505.360288 	 0.431940 	 0.490000
76300 	 505.379346 	 0.429340 	 0.460000
76400 	 505.863853 	 0.427220 	 0.450000
