#Step 	 Volume 	 Move-acceptance	 Volume-acceptance
70000 	 390.261330 	 0.607420 	 0.520000
70100 	 390.377302 	 0.611740 	 0.510000
70200 	 390.356731 	 0.630880 	 0.530000
70300 	 390.314202 	 0.613360 	 0.540000
70400 	 390.266210 	 0.617520 	 0.600000
70500 	 390.566145 	 0.628220 	 0.510000
70600 	 390.691918 	 0.612300 	 0.500000
70700 	 390.563975 	 0.620960 	 0.510000
70800 	 390.328380 	 0.615580 	 0.550000
70900 	 390.117516 	 0.617920 	 0.470000
71000 	 390.061740 	 0.611480 	 0.410000
71100 	 390.095414 	 0.616500 	 0.410000
71200 	 390.442792 	 0.626040 	 0.540000
71300 	 390.748926 	 0.619380 	 0.540000
71400 	 390.950432 	 0.623000 	 0.510000
71500 	 390.967406 	 0.611360 	 0.380000
71600 	 390.940704 	 0.625500 	 0.530000
71700 	 391.045889 	 0.628400 	 0.520000
71800 	 390.984420 	 0.619980 	 0.490000
71900 	 390.832868 	 0.615500 	 0.480000
72000 	 390.943162 	 0.604600 	 0.610000
72100 	 391.012798 	 0.621180 	 0.560000
72200 	 391.028669 	 0.619360 	 0.540000
72300 	 391.068357 	 0.614760 	 0.430000
72400 	 391.010771 	 0.606600 	 0.480000
72500 	 390.815189 	 0.625540 	 0.560000
72600 	 390.623576 	 0.618360 	 0.520000
72700 	 390.581334 	 0.619440 	 0.500000
72800 	 390.458843 	 0.624480 	 0.560000
72900 	 390.558014 	 0.624440 	 0.550000
73000 	 390.643425 	 0.619820 	 0.410000
73100 	 390.726376 	 0.623420 	 0.480000
73200 	 390.628453 	 0.618280 	 0.560000
73300 	 390.644982 	 0.623180 	 0.550000
73400 	 390.515197 	 0.616460 	 0.580000
73500 	 390.555684 	 0.610180 	 0.540000
73600 	 390.622450 	 0.612940 	 0.600000
73700 	 390.681634 	 0.610700 	 0.450000
73800 	 390.674616 	 0.621160 	 0.420000
73900 	 390.812932 	 0.627340 	 0.540000
74000 	 390.708201 	 0.616680 	 0.540000
74100 	 390.763020 	 0.622880 	 0.460000
74200 	 390.769412 	 0.621660 	 0.460000
74300 	 390.906602 	 0.610220 	 0.440000
74400 	 390.923768 	 0.625420 	 0.510000
74500 	 390.707222 	 0.618780 	 0.540000
74600 	 390.554374 	 0.604940 	 0.460000
74700 	 390.547889 	 0.620280 	 0.500000
74800 	 390.693516 	 0.617420 	 0.600000
74900 	 390.667629 	 0.617020 	 0.470000
75000 	 390.644908 	 0.617320 	 0.580000
75100 	 390.705528 	 0.611440 	 0.490000
75200 	 390.884954 	 0.629060 	 0.530000
75300 	 390.790708 	 0.627360 	 0.580000
