500
0.000000 7.071068
0.000000 7.071068
0.000000 7.071068
0.707107 0.707107 0.707107 1.000000 
1.414214 1.414214 0.707107 1.000000 
0.707107 1.414214 1.414214 1.000000 
1.414214 0.707107 1.414214 1.000000 
0.707107 0.707107 2.121320 1.000000 
1.414214 1.414214 2.121320 1.000000 
0.707107 1.414214 2.828427 1.000000 
1.414214 0.707107 2.828427 1.000000 
0.707107 0.707107 3.535534 1.000000 
1.414214 1.414214 3.535534 1.000000 
0.707107 1.414214 4.242641 1.000000 
1.414214 0.707107 4.242641 1.000000 
0.707107 0.707107 4.949747 1.000000 
1.414214 1.414214 4.949747 1.000000 
0.707107 1.414214 5.656854 1.000000 
1.414214 0.707107 5.656854 1.000000 
0.707107 0.707107 6.363961 1.000000 
1.414214 1.414214 6.363961 1.000000 
0.707107 1.414214 7.071068 1.000000 
1.414214 0.707107 7.071068 1.000000 
0.707107 2.121320 0.707107 1.000000 
1.414214 2.828427 0.707107 1.000000 
0.707107 2.828427 1.414214 1.000000 
1.414214 2.121320 1.414214 1.000000 
0.707107 2.121320 2.121320 1.000000 
1.414214 2.828427 2.121320 1.000000 
0.707107 2.828427 2.828427 1.000000 
1.414214 2.121320 2.828427 1.000000 
0.707107 2.121320 3.535534 1.000000 
1.414214 2.828427 3.535534 1.000000 
0.707107 2.828427 4.242641 1.000000 
1.414214 2.121320 4.242641 1.000000 
0.707107 2.121320 4.949747 1.000000 
1.414214 2.828427 4.949747 1.000000 
0.707107 2.828427 5.656854 1.000000 
1.414214 2.121320 5.656854 1.000000 
0.707107 2.121320 6.363961 1.000000 
1.414214 2.828427 6.363961 1.000000 
0.707107 2.828427 7.071068 1.000000 
1.414214 2.121320 7.071068 1.000000 
0.707107 3.535534 0.707107 1.000000 
1.414214 4.242641 0.707107 1.000000 
0.707107 4.242641 1.414214 1.000000 
1.414214 3.535534 1.414214 1.000000 
0.707107 3.535534 2.121320 1.000000 
1.414214 4.242641 2.121320 1.000000 
0.707107 4.242641 2.828427 1.000000 
