#steps	pressure	mu_ex1301	-1.815374	142.307736
1302	-1.712003	109.478522
1303	-1.641528	108.769231
1304	-1.630593	107.768153
1305	-1.750569	105.376826
1306	-1.706835	67.827136
1307	-1.648861	132.361021
1308	-1.543400	53.609505
1309	-1.593893	57.249916
1310	-1.610348	43.570645
1311	-1.527446	181.399926
1312	-1.497289	159.224671
1313	-1.632506	185.486985
1314	-1.615990	136.200583
1315	-1.623030	149.399165
1316	-1.615942	125.978544
1317	-1.634593	123.383812
1318	-1.648750	158.797931
1319	-1.715039	160.142950
1320	-1.639586	122.091190
1321	-1.760190	86.291601
1322	-1.780915	167.698349
1323	-1.652857	139.637489
1324	-1.742912	146.048058
1325	-1.843813	99.363538
1326	-1.889337	106.834352
1327	-1.810753	175.110547
1328	-1.709362	57.259903
1329	-1.820533	60.405058
1330	-1.743328	131.857106
1331	-1.837817	118.902444
1332	-1.814220	143.710694
1333	-1.904657	177.972799
1334	-1.873127	110.989032
1335	-1.956439	148.004931
1336	-1.951703	166.710485
1337	-2.055141	120.745509
1338	-1.951990	118.962704
1339	-1.945231	102.202745
1340	-1.872191	139.557252
1341	-1.817667	117.069102
1342	-1.784729	149.615098
1343	-1.797956	123.585054
1344	-1.842669	164.829306
1345	-1.978338	117.535638
1346	-1.883543	161.064312
1347	-1.884618	100.985500
1348	-1.890967	81.546251
1349	-1.909800	178.057217
1350	-1.772985	132.623720
1351	-1.857492	111.414499
1352	-1.700464	168.978367
1353	-1.764822	94.450295
1354	-1.803005	140.105717
1355	-1.790678	225.839463
1356	-1.748951	89.083144
1357	-1.739831	102.956504
1358	-1.654818	74.265680
1359	-1.658948	144.626981
1360	-1.668981	102.399177
1361	-1.616182	93.060779
1362	-1.582352	111.644242
1363	-1.507499	87.735318
1364	-1.599164	148.974778
1365	-1.689744	56.774843
1366	-1.590823	101.200076
1367	-1.624857	71.509426
1368	-1.685219	93.521908
1369	-1.782633	148.991925
1370	-1.906298	129.512886
1371	-1.862154	91.857416
1372	-2.002728	86.301954
1373	-1.876407	94.114368
1374	-1.909831	130.444954
1375	-1.956698	175.465682
1376	-1.971364	104.193274
1377	-1.950671	160.647991
1378	-1.804559	131.682188
1379	-1.927443	115.264332
1380	-1.823614	128.438421
1381	-1.813355	157.404711
