#steps	pressure	mu_ex1001	3.523846	3.405207
1002	3.536972	4.813087
1003	3.748363	3.309691
1004	3.769653	5.799822
1005	3.712709	7.435558
1006	3.855758	7.978681
1007	3.867290	5.247731
1008	4.175191	2.576382
1009	3.806724	3.286143
1010	3.968698	2.878222
1011	3.913492	3.129336
1012	3.867470	4.834073
1013	3.953840	3.122657
1014	3.752996	4.144586
1015	3.617442	1.410359
1016	3.688044	1.870879
1017	3.667313	5.357917
1018	3.549004	5.000822
1019	3.411213	2.640869
1020	3.374420	3.614652
1021	3.335906	3.547932
1022	3.203533	3.405104
1023	3.378878	3.621007
1024	3.257334	4.787072
1025	3.536109	5.263319
1026	3.517313	2.473027
1027	3.301391	3.203264
1028	3.580429	6.822980
1029	3.731588	3.995029
1030	3.826650	4.317145
1031	3.946322	5.454566
1032	3.866661	4.410417
1033	3.881868	7.939879
1034	3.700617	3.678681
1035	3.920867	3.189377
1036	3.730597	1.770101
1037	3.863604	5.769491
1038	3.715417	2.439930
1039	3.762797	3.843112
1040	3.168460	4.359573
1041	3.450282	2.674099
1042	3.232036	5.936578
1043	3.534840	5.883109
1044	3.661802	4.117820
1045	3.716477	3.354865
1046	3.518791	3.179379
1047	3.635594	2.644204
1048	3.487331	6.390492
1049	3.333634	2.646725
1050	3.407612	3.200855
1051	3.517912	3.072444
1052	3.804384	3.988648
1053	3.786924	4.047632
1054	3.791569	4.932629
1055	3.979450	2.508775
1056	4.048151	4.728057
1057	3.933208	4.775158
1058	3.724848	3.901026
1059	3.663744	4.281259
1060	3.669199	3.765159
1061	3.575004	2.844700
1062	3.697168	2.659581
1063	3.580464	5.088684
1064	3.429883	5.693002
1065	3.572058	2.132041
1066	3.441495	3.850401
1067	3.470832	4.911317
1068	3.557704	4.186444
1069	3.709402	4.552834
1070	3.763734	5.642708
1071	3.505325	2.894975
1072	3.470892	2.455050
1073	3.629118	3.957980
1074	3.721912	3.054811
1075	3.608410	3.666783
1076	3.686709	2.503119
1077	3.620772	3.554412
1078	3.561390	4.077133
1079	3.612716	5.069735
1080	3.720086	4.292034
1081	3.718124	3.157443
1082	3.502764	1.652126
1083	3.646726	1.346500
1084	3.713802	4.021198
1085	3.542264	4.381803
1086	3.485707	3.641702
1087	3.525170	5.184613
1088	3.551988	2.953751
1089	3.586186	3.726015
1090	4.060797	4.273221
1091	3.741251	4.814712
1092	3.657766	4.906869
1093	3.290525	4.021120
1094	3.530661	2.714177
1095	3.516463	3.427429
1096	3.435654	4.495072
1097	3.501450	3.404673
1098	3.568132	3.451023
1099	3.508105	3.650471
1100	3.555516	2.951895
1101	3.686135	4.118808
