#Time 	 PotE 	 KinE 	 TotE 	 kT 	 v0_v
 0.0456 	 -290.74 	 2573.63 	 2282.89 	 1.9858 	 0.154598
 0.0457 	 -290.75 	 2570.13 	 2279.37 	 1.9831 	 0.157250
 0.0458 	 -290.76 	 2543.09 	 2252.33 	 1.9623 	 0.158917
 0.0459 	 -290.77 	 2566.55 	 2275.78 	 1.9804 	 0.184478
 0.0460 	 -290.79 	 2560.07 	 2269.28 	 1.9754 	 0.202945
 0.0461 	 -290.80 	 2562.54 	 2271.75 	 1.9773 	 0.179648
 0.0462 	 -290.81 	 2557.35 	 2266.54 	 1.9733 	 0.185739
 0.0463 	 -290.82 	 2561.82 	 2271.00 	 1.9767 	 0.185384
 0.0464 	 -290.83 	 2566.61 	 2275.78 	 1.9804 	 0.190410
 0.0465 	 -290.84 	 2573.98 	 2283.14 	 1.9861 	 0.190959
 0.0466 	 -290.85 	 2589.48 	 2298.63 	 1.9981 	 0.182178
 0.0467 	 -290.86 	 2585.35 	 2294.49 	 1.9949 	 0.161895
 0.0468 	 -290.87 	 2597.81 	 2306.94 	 2.0045 	 0.146091
 0.0469 	 -290.88 	 2596.60 	 2305.72 	 2.0035 	 0.139265
 0.0470 	 -290.89 	 2574.87 	 2283.98 	 1.9868 	 0.124922
 0.0471 	 -290.90 	 2586.85 	 2295.95 	 1.9960 	 0.117183
 0.0472 	 -290.91 	 2594.05 	 2303.14 	 2.0016 	 0.114819
 0.0473 	 -290.92 	 2600.30 	 2309.38 	 2.0064 	 0.090549
 0.0474 	 -290.93 	 2605.89 	 2314.96 	 2.0107 	 0.076654
 0.0475 	 -290.94 	 2622.57 	 2331.63 	 2.0236 	 0.121492
 0.0476 	 -290.95 	 2593.97 	 2303.01 	 2.0015 	 0.135619
 0.0477 	 -290.97 	 2579.75 	 2288.79 	 1.9905 	 0.110709
 0.0478 	 -290.98 	 2554.19 	 2263.21 	 1.9708 	 0.100951
 0.0479 	 -290.99 	 2561.85 	 2270.86 	 1.9767 	 0.127858
 0.0480 	 -291.00 	 2570.48 	 2279.48 	 1.9834 	 0.128713
 0.0481 	 -291.01 	 2552.90 	 2261.89 	 1.9698 	 0.122379
 0.0482 	 -291.02 	 2561.49 	 2270.47 	 1.9765 	 0.115590
 0.0483 	 -291.03 	 2556.29 	 2265.26 	 1.9724 	 0.125656
 0.0484 	 -291.04 	 2555.60 	 2264.56 	 1.9719 	 0.121702
 0.0485 	 -291.05 	 2563.29 	 2272.24 	 1.9778 	 0.135069
 0.0486 	 -291.06 	 2561.90 	 2270.83 	 1.9768 	 0.121779
 0.0487 	 -291.07 	 2572.13 	 2281.06 	 1.9847 	 0.109891
 0.0488 	 -291.08 	 2570.88 	 2279.80 	 1.9837 	 0.115215
 0.0489 	 -291.09 	 2580.31 	 2289.22 	 1.9910 	 0.137433
 0.0490 	 -291.10 	 2573.30 	 2282.19 	 1.9856 	 0.160233
 0.0491 	 -291.12 	 2587.81 	 2296.69 	 1.9968 	 0.143316
 0.0492 	 -291.13 	 2580.07 	 2288.94 	 1.9908 	 0.134312
 0.0493 	 -291.14 	 2573.91 	 2282.77 	 1.9860 	 0.106062
 0.0494 	 -291.15 	 2563.47 	 2272.33 	 1.9780 	 0.110849
 0.0495 	 -291.16 	 2564.55 	 2273.39 	 1.9788 	 0.115623
 0.0496 	 -291.17 	 2561.97 	 2270.80 	 1.9768 	 0.132415
 0.0497 	 -291.18 	 2564.45 	 2273.27 	 1.9787 	 0.141120
 0.0498 	 -291.19 	 2566.91 	 2275.71 	 1.9806 	 0.143664
 0.0499 	 -291.20 	 2553.68 	 2262.48 	 1.9704 	 0.144758
 0.0500 	 -291.21 	 2536.46 	 2245.25 	 1.9571 	 0.163428
 0.0501 	 -291.22 	 2535.90 	 2244.68 	 1.9567 	 0.160895
 0.0502 	 -291.23 	 2545.40 	 2254.17 	 1.9640 	 0.222136
 0.0503 	 -291.24 	 2542.45 	 2251.20 	 1.9618 	 0.216220
 0.0504 	 -291.26 	 2529.46 	 2238.21 	 1.9517 	 0.221994
 0.0505 	 -291.27 	 2528.86 	 2237.59 	 1.9513 	 0.251371
 0.0506 	 -291.28 	 2499.13 	 2207.86 	 1.9283 	 0.238690
 0.0507 	 -291.29 	 2499.66 	 2208.37 	 1.9288 	 0.235409
 0.0508 	 -291.30 	 2477.73 	 2186.43 	 1.9118 	 0.207197
 0.0509 	 -291.31 	 2477.38 	 2186.07 	 1.9116 	 0.222585
 0.0510 	 -291.32 	 2505.03 	 2213.71 	 1.9329 	 0.202458
 0.0511 	 -291.33 	 2524.74 	 2233.40 	 1.9481 	 0.209181
 0.0512 	 -291.34 	 2510.12 	 2218.77 	 1.9368 	 0.233475
 0.0513 	 -291.35 	 2526.29 	 2234.94 	 1.9493 	 0.230868
 0.0514 	 -291.36 	 2523.99 	 2232.63 	 1.9475 	 0.227487
 0.0515 	 -291.37 	 2525.86 	 2234.49 	 1.9490 	 0.213673
 0.0516 	 -291.39 	 2510.71 	 2219.32 	 1.9373 	 0.194609
 0.0517 	 -291.40 	 2517.75 	 2226.35 	 1.9427 	 0.191682
 0.0518 	 -291.41 	 2518.91 	 2227.50 	 1.9436 	 0.183098
 0.0519 	 -291.42 	 2512.02 	 2220.60 	 1.9383 	 0.184823
 0.0520 	 -291.43 	 2516.32 	 2224.90 	 1.9416 	 0.174436
 0.0521 	 -291.44 	 2530.69 	 2239.25 	 1.9527 	 0.181392
 0.0522 	 -291.45 	 2525.03 	 2233.58 	 1.9483 	 0.183696
 0.0523 	 -291.46 	 2529.36 	 2237.91 	 1.9517 	 0.201779
 0.0524 	 -291.47 	 2556.96 	 2265.49 	 1.9730 	 0.172183
 0.0525 	 -291.48 	 2540.69 	 2249.22 	 1.9604 	 0.148897
 0.0526 	 -291.49 	 2544.36 	 2252.87 	 1.9632 	 0.153163
 0.0527 	 -291.50 	 2542.90 	 2251.41 	 1.9621 	 0.138716
 0.0528 	 -291.51 	 2545.04 	 2253.53 	 1.9638 	 0.106163
 0.0529 	 -291.52 	 2561.28 	 2269.76 	 1.9763 	 0.092549
 0.0530 	 -291.53 	 2571.93 	 2280.40 	 1.9845 	 0.064145
 0.0531 	 -291.54 	 2587.82 	 2296.28 	 1.9968 	 0.064386
 0.0532 	 -291.55 	 2583.37 	 2291.82 	 1.9933 	 0.075564
 0.0533 	 -291.56 	 2583.45 	 2291.89 	 1.9934 	 0.075052
 0.0534 	 -291.57 	 2576.26 	 2284.69 	 1.9879 	 0.076688
 0.0535 	 -291.57 	 2567.77 	 2276.19 	 1.9813 	 0.100536
 0.0536 	 -291.58 	 2560.73 	 2269.14 	 1.9759 	 0.098699
 0.0537 	 -291.59 	 2553.37 	 2261.78 	 1.9702 	 0.075766
 0.0538 	 -291.60 	 2547.30 	 2255.69 	 1.9655 	 0.049235
 0.0539 	 -291.61 	 2553.23 	 2261.61 	 1.9701 	 0.087200
 0.0540 	 -291.62 	 2558.32 	 2266.70 	 1.9740 	 0.078084
 0.0541 	 -291.63 	 2535.79 	 2244.16 	 1.9566 	 0.085023
 0.0542 	 -291.64 	 2517.90 	 2226.26 	 1.9428 	 0.054943
 0.0543 	 -291.65 	 2508.26 	 2216.61 	 1.9354 	 0.053170
 0.0544 	 -291.66 	 2517.18 	 2225.52 	 1.9423 	 0.061380
 0.0545 	 -291.67 	 2517.84 	 2226.17 	 1.9428 	 0.064228
 0.0546 	 -291.68 	 2529.28 	 2237.60 	 1.9516 	 0.050571
 0.0547 	 -291.69 	 2539.60 	 2247.91 	 1.9596 	 0.043195
 0.0548 	 -291.70 	 2533.33 	 2241.63 	 1.9547 	 0.048464
 0.0549 	 -291.71 	 2532.81 	 2241.10 	 1.9543 	 0.045011
 0.0550 	 -291.72 	 2541.44 	 2249.72 	 1.9610 	 0.045342
 0.0551 	 -291.73 	 2544.73 	 2253.01 	 1.9635 	 0.048367
 0.0552 	 -291.74 	 2553.75 	 2262.02 	 1.9705 	 0.049764
 0.0553 	 -291.75 	 2544.27 	 2252.52 	 1.9632 	 0.043340
 0.0554 	 -291.76 	 2553.34 	 2261.59 	 1.9702 	 0.041574
 0.0555 	 -291.77 	 2543.15 	 2251.38 	 1.9623 	 0.044265
 0.0556 	 -291.78 	 2539.42 	 2247.64 	 1.9594 	 0.033361
 0.0557 	 -291.79 	 2545.46 	 2253.67 	 1.9641 	 0.065127
 0.0558 	 -291.80 	 2528.21 	 2236.41 	 1.9508 	 0.084760
 0.0559 	 -291.81 	 2527.03 	 2235.23 	 1.9499 	 0.101304
 0.0560 	 -291.82 	 2515.52 	 2223.70 	 1.9410 	 0.054733
 0.0561 	 -291.83 	 2519.32 	 2227.50 	 1.9439 	 0.062979
 0.0562 	 -291.84 	 2517.55 	 2225.71 	 1.9426 	 0.052834
 0.0563 	 -291.85 	 2518.05 	 2226.20 	 1.9429 	 0.088427
 0.0564 	 -291.86 	 2511.49 	 2219.63 	 1.9379 	 0.068302
 0.0565 	 -291.87 	 2504.18 	 2212.31 	 1.9322 	 0.055734
 0.0566 	 -291.88 	 2501.51 	 2209.63 	 1.9302 	 0.033261
 0.0567 	 -291.89 	 2486.40 	 2194.51 	 1.9185 	 0.053036
 0.0568 	 -291.90 	 2466.04 	 2174.14 	 1.9028 	 0.065446
 0.0569 	 -291.91 	 2488.66 	 2196.75 	 1.9203 	 0.057510
 0.0570 	 -291.92 	 2480.15 	 2188.23 	 1.9137 	 0.058110
 0.0571 	 -291.93 	 2480.78 	 2188.85 	 1.9142 	 0.068922
 0.0572 	 -291.94 	 2499.45 	 2207.51 	 1.9286 	 0.063036
 0.0573 	 -291.95 	 2493.65 	 2201.70 	 1.9241 	 0.063762
 0.0574 	 -291.96 	 2500.54 	 2208.58 	 1.9294 	 0.072366
 0.0575 	 -291.97 	 2503.38 	 2211.41 	 1.9316 	 0.068799
 0.0576 	 -291.98 	 2509.97 	 2217.99 	 1.9367 	 0.068603
 0.0577 	 -291.99 	 2519.20 	 2227.21 	 1.9438 	 0.105600
 0.0578 	 -292.00 	 2552.62 	 2260.62 	 1.9696 	 0.112002
 0.0579 	 -292.01 	 2552.22 	 2260.21 	 1.9693 	 0.115904
 0.0580 	 -292.02 	 2545.74 	 2253.72 	 1.9643 	 0.132487
 0.0581 	 -292.03 	 2554.37 	 2262.34 	 1.9710 	 0.139389
 0.0582 	 -292.04 	 2556.11 	 2264.07 	 1.9723 	 0.144088
 0.0583 	 -292.05 	 2547.54 	 2255.49 	 1.9657 	 0.120515
 0.0584 	 -292.06 	 2538.89 	 2246.83 	 1.9590 	 0.135805
 0.0585 	 -292.07 	 2543.73 	 2251.66 	 1.9628 	 0.164843
 0.0586 	 -292.08 	 2540.20 	 2248.11 	 1.9600 	 0.184308
 0.0587 	 -292.10 	 2547.40 	 2255.30 	 1.9656 	 0.178913
 0.0588 	 -292.11 	 2550.21 	 2258.10 	 1.9678 	 0.176277
 0.0589 	 -292.12 	 2560.94 	 2268.82 	 1.9760 	 0.183626
 0.0590 	 -292.13 	 2569.54 	 2277.41 	 1.9827 	 0.160913
 0.0591 	 -292.14 	 2562.55 	 2270.41 	 1.9773 	 0.161253
 0.0592 	 -292.15 	 2553.59 	 2261.44 	 1.9704 	 0.146735
 0.0593 	 -292.16 	 2555.49 	 2263.33 	 1.9718 	 0.144971
 0.0594 	 -292.17 	 2567.69 	 2275.52 	 1.9812 	 0.139381
 0.0595 	 -292.18 	 2570.64 	 2278.46 	 1.9835 	 0.149174
 0.0596 	 -292.19 	 2559.90 	 2267.71 	 1.9752 	 0.168440
 0.0597 	 -292.20 	 2562.23 	 2270.02 	 1.9770 	 0.140639
 0.0598 	 -292.21 	 2578.78 	 2286.56 	 1.9898 	 0.144264
 0.0599 	 -292.22 	 2561.48 	 2269.25 	 1.9764 	 0.140800
 0.0600 	 -292.24 	 2569.24 	 2277.01 	 1.9824 	 0.158276
 0.0601 	 -292.25 	 2579.17 	 2286.92 	 1.9901 	 0.130807
 0.0602 	 -292.26 	 2578.54 	 2286.28 	 1.9896 	 0.114859
 0.0603 	 -292.27 	 2571.42 	 2279.15 	 1.9841 	 0.121752
 0.0604 	 -292.28 	 2563.71 	 2271.43 	 1.9782 	 0.086882
 0.0605 	 -292.29 	 2561.99 	 2269.70 	 1.9768 	 0.088560
 0.0606 	 -292.30 	 2566.65 	 2274.35 	 1.9804 	 0.066251
 0.0607 	 -292.31 	 2567.74 	 2275.43 	 1.9813 	 0.058141
 0.0608 	 -292.32 	 2565.43 	 2273.12 	 1.9795 	 0.055712
 0.0609 	 -292.33 	 2557.68 	 2265.35 	 1.9735 	 0.026973
 0.0610 	 -292.34 	 2568.07 	 2275.73 	 1.9815 	 0.037594
 0.0611 	 -292.35 	 2569.44 	 2277.09 	 1.9826 	 0.055527
 0.0612 	 -292.36 	 2569.13 	 2276.77 	 1.9824 	 0.067675
 0.0613 	 -292.37 	 2572.75 	 2280.38 	 1.9851 	 0.040583
 0.0614 	 -292.38 	 2587.61 	 2295.23 	 1.9966 	 0.066217
 0.0615 	 -292.39 	 2598.17 	 2305.78 	 2.0048 	 0.026847
 0.0616 	 -292.40 	 2601.30 	 2308.90 	 2.0072 	 0.021914
 0.0617 	 -292.41 	 2615.71 	 2323.30 	 2.0183 	 0.028951
 0.0618 	 -292.42 	 2631.96 	 2339.54 	 2.0308 	 0.020069
 0.0619 	 -292.43 	 2622.38 	 2329.95 	 2.0234 	 0.000295
 0.0620 	 -292.44 	 2636.10 	 2343.66 	 2.0340 	 -0.012334
 0.0621 	 -292.45 	 2636.17 	 2343.72 	 2.0341 	 -0.028932
 0.0622 	 -292.46 	 2638.27 	 2345.81 	 2.0357 	 -0.037503
 0.0623 	 -292.47 	 2663.89 	 2371.42 	 2.0555 	 -0.060938
 0.0624 	 -292.48 	 2668.17 	 2375.69 	 2.0588 	 -0.073185
 0.0625 	 -292.49 	 2658.13 	 2365.65 	 2.0510 	 -0.062855
 0.0626 	 -292.50 	 2653.06 	 2360.56 	 2.0471 	 -0.059585
 0.0627 	 -292.51 	 2647.94 	 2355.44 	 2.0432 	 -0.097342
 0.0628 	 -292.52 	 2648.42 	 2355.91 	 2.0435 	 -0.094710
 0.0629 	 -292.53 	 2645.57 	 2353.04 	 2.0413 	 -0.059921
 0.0630 	 -292.54 	 2645.57 	 2353.04 	 2.0413 	 -0.034194
 0.0631 	 -292.55 	 2643.95 	 2351.40 	 2.0401 	 -0.009109
 0.0632 	 -292.56 	 2646.42 	 2353.86 	 2.0420 	 -0.010360
 0.0633 	 -292.57 	 2671.85 	 2379.28 	 2.0616 	 -0.010718
 0.0634 	 -292.58 	 2677.25 	 2384.67 	 2.0658 	 -0.021305
 0.0635 	 -292.59 	 2685.86 	 2393.27 	 2.0724 	 -0.023493
 0.0636 	 -292.60 	 2695.43 	 2402.83 	 2.0798 	 -0.016081
 0.0637 	 -292.61 	 2692.39 	 2399.78 	 2.0775 	 -0.008608
 0.0638 	 -292.62 	 2687.18 	 2394.56 	 2.0734 	 -0.027791
 0.0639 	 -292.63 	 2698.19 	 2405.56 	 2.0819 	 -0.050797
 0.0640 	 -292.64 	 2715.31 	 2422.67 	 2.0951 	 -0.029983
 0.0641 	 -292.65 	 2717.72 	 2425.07 	 2.0970 	 -0.018610
 0.0642 	 -292.66 	 2722.82 	 2430.16 	 2.1009 	 -0.017860
 0.0643 	 -292.67 	 2723.83 	 2431.16 	 2.1017 	 -0.008604
 0.0644 	 -292.69 	 2735.94 	 2443.26 	 2.1111 	 -0.008099
 0.0645 	 -292.70 	 2755.04 	 2462.35 	 2.1258 	 -0.013515
 0.0646 	 -292.71 	 2724.90 	 2432.19 	 2.1025 	 0.005585
 0.0647 	 -292.72 	 2724.05 	 2431.33 	 2.1019 	 0.007504
 0.0648 	 -292.73 	 2729.80 	 2437.07 	 2.1063 	 0.021000
 0.0649 	 -292.74 	 2728.06 	 2435.32 	 2.1050 	 0.030478
 0.0650 	 -292.75 	 2720.18 	 2427.43 	 2.0989 	 0.025968
 0.0651 	 -292.76 	 2711.28 	 2418.52 	 2.0920 	 0.035279
 0.0652 	 -292.77 	 2697.92 	 2405.15 	 2.0817 	 0.022406
 0.0653 	 -292.78 	 2677.90 	 2385.12 	 2.0663 	 0.008958
 0.0654 	 -292.79 	 2664.45 	 2371.65 	 2.0559 	 0.010913
 0.0655 	 -292.81 	 2661.25 	 2368.44 	 2.0534 	 0.017583
 0.0656 	 -292.82 	 2656.29 	 2363.47 	 2.0496 	 0.018994
 0.0657 	 -292.83 	 2634.99 	 2342.17 	 2.0332 	 0.008769
 0.0658 	 -292.84 	 2633.71 	 2340.87 	 2.0322 	 -0.007953
 0.0659 	 -292.85 	 2643.55 	 2350.70 	 2.0398 	 -0.040352
 0.0660 	 -292.86 	 2642.88 	 2350.03 	 2.0393 	 -0.061894
 0.0661 	 -292.87 	 2659.04 	 2366.18 	 2.0517 	 -0.070807
 0.0662 	 -292.88 	 2654.02 	 2361.15 	 2.0479 	 -0.069425
 0.0663 	 -292.89 	 2667.78 	 2374.89 	 2.0585 	 -0.065302
 0.0664 	 -292.90 	 2679.17 	 2386.28 	 2.0673 	 -0.096739
 0.0665 	 -292.91 	 2687.45 	 2394.54 	 2.0736 	 -0.100722
 0.0666 	 -292.92 	 2687.52 	 2394.60 	 2.0737 	 -0.067087
 0.0667 	 -292.93 	 2679.15 	 2386.23 	 2.0672 	 -0.068804
 0.0668 	 -292.94 	 2686.67 	 2393.73 	 2.0730 	 -0.064555
 0.0669 	 -292.95 	 2686.88 	 2393.94 	 2.0732 	 -0.051598
 0.0670 	 -292.96 	 2699.16 	 2406.20 	 2.0827 	 -0.063186
 0.0671 	 -292.96 	 2682.61 	 2389.65 	 2.0699 	 -0.050554
 0.0672 	 -292.97 	 2685.56 	 2392.59 	 2.0722 	 -0.055772
 0.0673 	 -292.98 	 2661.31 	 2368.32 	 2.0535 	 -0.063942
 0.0674 	 -292.99 	 2650.89 	 2357.89 	 2.0454 	 -0.056594
 0.0675 	 -293.00 	 2647.42 	 2354.42 	 2.0428 	 -0.061833
 0.0676 	 -293.01 	 2651.84 	 2358.83 	 2.0462 	 -0.060735
 0.0677 	 -293.02 	 2653.58 	 2360.55 	 2.0475 	 -0.061202
 0.0678 	 -293.03 	 2638.82 	 2345.78 	 2.0361 	 -0.056301
 0.0679 	 -293.04 	 2624.86 	 2331.82 	 2.0254 	 -0.057992
 0.0680 	 -293.05 	 2615.50 	 2322.45 	 2.0181 	 -0.057602
 0.0681 	 -293.06 	 2603.70 	 2310.64 	 2.0090 	 -0.051088
 0.0682 	 -293.07 	 2605.26 	 2312.19 	 2.0102 	 -0.036727
 0.0683 	 -293.08 	 2609.98 	 2316.89 	 2.0139 	 -0.034213
 0.0684 	 -293.09 	 2599.42 	 2306.33 	 2.0057 	 -0.008387
 0.0685 	 -293.10 	 2602.39 	 2309.28 	 2.0080 	 -0.000617
 0.0686 	 -293.11 	 2603.88 	 2310.76 	 2.0092 	 -0.005637
 0.0687 	 -293.12 	 2610.50 	 2317.37 	 2.0143 	 -0.008275
 0.0688 	 -293.13 	 2595.15 	 2302.02 	 2.0024 	 0.014638
 0.0689 	 -293.14 	 2576.16 	 2283.02 	 1.9878 	 -0.016777
 0.0690 	 -293.15 	 2577.85 	 2284.70 	 1.9891 	 0.018548
 0.0691 	 -293.16 	 2586.99 	 2293.83 	 1.9961 	 0.060554
 0.0692 	 -293.17 	 2570.26 	 2277.09 	 1.9832 	 0.072216
 0.0693 	 -293.18 	 2574.39 	 2281.21 	 1.9864 	 0.072763
 0.0694 	 -293.19 	 2566.57 	 2273.38 	 1.9804 	 0.045894
 0.0695 	 -293.20 	 2617.45 	 2324.25 	 2.0196 	 0.050300
 0.0696 	 -293.21 	 2619.48 	 2326.28 	 2.0212 	 0.054249
 0.0697 	 -293.22 	 2618.94 	 2325.72 	 2.0208 	 0.053669
 0.0698 	 -293.23 	 2612.14 	 2318.92 	 2.0155 	 0.077792
 0.0699 	 -293.24 	 2626.45 	 2333.22 	 2.0266 	 0.080020
 0.0700 	 -293.24 	 2634.07 	 2340.83 	 2.0325 	 0.072827
 0.0701 	 -293.25 	 2652.02 	 2358.77 	 2.0463 	 0.053175
 0.0702 	 -293.26 	 2653.34 	 2360.08 	 2.0473 	 0.037640
 0.0703 	 -293.27 	 2653.75 	 2360.47 	 2.0476 	 0.050151
 0.0704 	 -293.28 	 2671.23 	 2377.95 	 2.0611 	 0.058743
 0.0705 	 -293.29 	 2661.10 	 2367.81 	 2.0533 	 0.040026
 0.0706 	 -293.30 	 2660.10 	 2366.79 	 2.0525 	 0.049786
 0.0707 	 -293.31 	 2674.81 	 2381.50 	 2.0639 	 0.070924
 0.0708 	 -293.32 	 2669.61 	 2376.29 	 2.0599 	 0.102403
 0.0709 	 -293.33 	 2661.69 	 2368.36 	 2.0538 	 0.114529
 0.0710 	 -293.34 	 2664.84 	 2371.50 	 2.0562 	 0.125235
 0.0711 	 -293.35 	 2652.82 	 2359.47 	 2.0469 	 0.142816
 0.0712 	 -293.37 	 2683.02 	 2389.66 	 2.0702 	 0.169427
 0.0713 	 -293.38 	 2674.82 	 2381.44 	 2.0639 	 0.175984
 0.0714 	 -293.39 	 2666.43 	 2373.04 	 2.0574 	 0.173079
 0.0715 	 -293.40 	 2673.77 	 2380.37 	 2.0631 	 0.184598
 0.0716 	 -293.41 	 2660.95 	 2367.54 	 2.0532 	 0.187282
 0.0717 	 -293.42 	 2659.73 	 2366.31 	 2.0523 	 0.192953
 0.0718 	 -293.43 	 2642.98 	 2349.55 	 2.0393 	 0.197231
 0.0719 	 -293.44 	 2644.73 	 2351.28 	 2.0407 	 0.219723
 0.0720 	 -293.45 	 2645.56 	 2352.11 	 2.0413 	 0.201154
 0.0721 	 -293.47 	 2655.08 	 2361.61 	 2.0487 	 0.197601
 0.0722 	 -293.48 	 2658.74 	 2365.26 	 2.0515 	 0.201592
 0.0723 	 -293.49 	 2651.67 	 2358.18 	 2.0460 	 0.193636
 0.0724 	 -293.50 	 2660.18 	 2366.68 	 2.0526 	 0.187424
 0.0725 	 -293.51 	 2667.96 	 2374.45 	 2.0586 	 0.224982
 0.0726 	 -293.52 	 2670.23 	 2376.71 	 2.0604 	 0.198299
 0.0727 	 -293.53 	 2686.88 	 2393.35 	 2.0732 	 0.178003
 0.0728 	 -293.55 	 2673.49 	 2379.95 	 2.0629 	 0.160318
 0.0729 	 -293.56 	 2676.83 	 2383.27 	 2.0655 	 0.175437
 0.0730 	 -293.57 	 2675.03 	 2381.47 	 2.0641 	 0.181973
 0.0731 	 -293.58 	 2665.30 	 2371.72 	 2.0566 	 0.158912
 0.0732 	 -293.59 	 2665.35 	 2371.76 	 2.0566 	 0.146671
 0.0733 	 -293.60 	 2661.71 	 2368.11 	 2.0538 	 0.156928
 0.0734 	 -293.61 	 2671.29 	 2377.67 	 2.0612 	 0.165564
 0.0735 	 -293.62 	 2666.08 	 2372.46 	 2.0572 	 0.160554
 0.0736 	 -293.64 	 2653.40 	 2359.77 	 2.0474 	 0.152358
 0.0737 	 -293.65 	 2657.38 	 2363.74 	 2.0504 	 0.145190
 0.0738 	 -293.66 	 2660.02 	 2366.36 	 2.0525 	 0.144099
 0.0739 	 -293.67 	 2635.52 	 2341.85 	 2.0336 	 0.183567
 0.0740 	 -293.68 	 2643.63 	 2349.95 	 2.0398 	 0.204005
 0.0741 	 -293.69 	 2652.44 	 2358.75 	 2.0466 	 0.204005
 0.0742 	 -293.70 	 2643.74 	 2350.04 	 2.0399 	 0.196567
 0.0743 	 -293.71 	 2638.50 	 2344.79 	 2.0359 	 0.202794
 0.0744 	 -293.72 	 2622.80 	 2329.08 	 2.0238 	 0.213816
 0.0745 	 -293.73 	 2625.41 	 2331.68 	 2.0258 	 0.207662
 0.0746 	 -293.74 	 2633.81 	 2340.07 	 2.0323 	 0.205526
 0.0747 	 -293.75 	 2609.03 	 2315.28 	 2.0131 	 0.197955
 0.0748 	 -293.76 	 2603.50 	 2309.73 	 2.0089 	 0.179951
 0.0749 	 -293.77 	 2615.96 	 2322.19 	 2.0185 	 0.179856
 0.0750 	 -293.78 	 2619.05 	 2325.27 	 2.0209 	 0.209070
 0.0751 	 -293.79 	 2607.96 	 2314.16 	 2.0123 	 0.181133
 0.0752 	 -293.80 	 2598.85 	 2305.04 	 2.0053 	 0.165235
 0.0753 	 -293.81 	 2590.70 	 2296.89 	 1.9990 	 0.158217
 0.0754 	 -293.82 	 2582.10 	 2288.28 	 1.9924 	 0.187299
 0.0755 	 -293.83 	 2566.23 	 2272.39 	 1.9801 	 0.182082
 0.0756 	 -293.84 	 2569.48 	 2275.64 	 1.9826 	 0.161826
 0.0757 	 -293.85 	 2572.74 	 2278.89 	 1.9851 	 0.152926
 0.0758 	 -293.86 	 2570.08 	 2276.22 	 1.9831 	 0.129236
 0.0759 	 -293.87 	 2573.67 	 2279.80 	 1.9859 	 0.114576
 0.0760 	 -293.88 	 2552.66 	 2258.77 	 1.9696 	 0.104759
 0.0761 	 -293.89 	 2542.45 	 2248.56 	 1.9618 	 0.085477
 0.0762 	 -293.90 	 2545.91 	 2252.01 	 1.9644 	 0.082558
 0.0763 	 -293.91 	 2557.47 	 2263.56 	 1.9734 	 0.056473
 0.0764 	 -293.92 	 2564.82 	 2270.90 	 1.9790 	 0.055088
 0.0765 	 -293.93 	 2559.95 	 2266.02 	 1.9753 	 0.056756
 0.0766 	 -293.94 	 2552.01 	 2258.06 	 1.9691 	 0.055546
 0.0767 	 -293.95 	 2558.37 	 2264.42 	 1.9740 	 0.058813
 0.0768 	 -293.96 	 2577.29 	 2283.33 	 1.9887 	 0.059645
 0.0769 	 -293.97 	 2587.03 	 2293.06 	 1.9962 	 0.035922
 0.0770 	 -293.98 	 2597.36 	 2303.38 	 2.0041 	 0.045504
 0.0771 	 -293.99 	 2596.78 	 2302.78 	 2.0037 	 0.038602
 0.0772 	 -294.00 	 2578.14 	 2284.14 	 1.9893 	 0.059561
 0.0773 	 -294.01 	 2590.76 	 2296.74 	 1.9990 	 0.035025
 0.0774 	 -294.03 	 2595.93 	 2301.90 	 2.0030 	 0.041607
 0.0775 	 -294.04 	 2598.32 	 2304.29 	 2.0049 	 0.052518
 0.0776 	 -294.05 	 2596.42 	 2302.37 	 2.0034 	 0.067156
 0.0777 	 -294.06 	 2606.93 	 2312.87 	 2.0115 	 0.080824
 0.0778 	 -294.07 	 2604.39 	 2310.33 	 2.0096 	 0.088560
 0.0779 	 -294.08 	 2596.35 	 2302.28 	 2.0034 	 0.089321
 0.0780 	 -294.09 	 2607.90 	 2313.81 	 2.0123 	 0.096730
 0.0781 	 -294.10 	 2604.24 	 2310.14 	 2.0094 	 0.105742
 0.0782 	 -294.11 	 2603.52 	 2309.41 	 2.0089 	 0.089860
 0.0783 	 -294.12 	 2622.72 	 2328.60 	 2.0237 	 0.061498
 0.0784 	 -294.13 	 2617.43 	 2323.30 	 2.0196 	 0.060624
 0.0785 	 -294.14 	 2604.03 	 2309.88 	 2.0093 	 0.041606
 0.0786 	 -294.15 	 2610.21 	 2316.06 	 2.0140 	 0.037063
 0.0787 	 -294.16 	 2606.23 	 2312.07 	 2.0110 	 0.054662
 0.0788 	 -294.17 	 2596.58 	 2302.41 	 2.0035 	 0.051709
 0.0789 	 -294.18 	 2601.82 	 2307.63 	 2.0076 	 0.086733
 0.0790 	 -294.19 	 2610.49 	 2316.30 	 2.0143 	 0.098217
 0.0791 	 -294.20 	 2603.53 	 2309.32 	 2.0089 	 0.096934
 0.0792 	 -294.21 	 2595.92 	 2301.71 	 2.0030 	 0.122326
 0.0793 	 -294.22 	 2608.70 	 2314.47 	 2.0129 	 0.123877
 0.0794 	 -294.24 	 2615.79 	 2321.56 	 2.0184 	 0.099937
